ID,age,work_type,final_weight,education,total_education_yrs,marital_state,job,status,ethnicity,sex,capital_gain,capital_loss,hrs_per_week,nationality,target_income
8139,38,Private,202683,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,M,0,0,40,US,0
8140,46,Private,161508,10th,6,Never-married,Machine-op-inspct,Not-in-family,Black,M,0,0,40,US,0
8141,41,State-gov,36999,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,M,0,0,75,US,1
8142,25,Local-gov,203408,Some-college,10,Married-civ-spouse,Other-service,Husband,White,M,0,0,40,US,0
8143,34,Private,346034,12th,8,Married-spouse-absent,Handlers-cleaners,Unmarried,White,M,0,0,35,Mexico,0
8144,30,Private,112115,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,M,0,0,60,Ireland,1
8145,20,?,40060,Some-college,10,Never-married,?,Own-child,White,M,0,0,56,US,0
8146,51,Private,199995,9th,5,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,50,US,1
8147,47,Private,298130,HS-grad,9,Married-civ-spouse,Sales,Husband,White,M,0,0,40,US,0
8148,41,Private,266510,HS-grad,9,Never-married,Other-service,Own-child,White,M,0,0,40,US,0
8149,28,Self-emp-not-inc,51461,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,M,0,0,40,US,0
8150,52,Private,292110,5th-6th,3,Never-married,Handlers-cleaners,Not-in-family,White,F,0,0,40,US,0
8151,49,Private,185041,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,M,0,0,40,US,0
8152,36,Private,229180,Some-college,10,Divorced,Craft-repair,Unmarried,White,F,0,0,40,Cuba,0
8153,19,Private,307496,Some-college,10,Never-married,Other-service,Own-child,White,F,0,0,23,US,0
8154,52,Private,202930,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,M,0,0,40,US,1
8155,33,Private,135312,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,M,0,0,40,US,1
8156,44,Local-gov,101593,Masters,14,Never-married,Prof-specialty,Not-in-family,White,M,0,1876,42,US,0
8157,37,Private,128715,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,M,0,0,60,US,1
8158,26,Private,389856,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,M,0,0,40,US,0
8159,34,Private,340458,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,F,0,0,40,US,0
8160,18,Private,184016,HS-grad,9,Married-civ-spouse,Priv-house-serv,Not-in-family,White,F,3103,0,40,US,0
8161,75,Self-emp-inc,125197,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,M,0,0,26,US,0
8162,64,Private,171373,11th,7,Widowed,Farming-fishing,Unmarried,White,F,0,0,40,US,0
8163,25,Private,198587,Some-college,10,Never-married,Tech-support,Not-in-family,Black,F,2174,0,50,US,0
8164,41,Private,152958,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,40,US,1
8165,27,Private,146764,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,F,0,0,40,US,1
8166,37,Private,166497,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,M,0,0,35,US,0
8167,41,Private,373469,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,M,0,0,40,US,0
8168,50,Private,137815,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,M,0,0,60,US,1
8169,39,Private,236391,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,M,0,0,50,US,1
8170,68,Private,201732,Some-college,10,Divorced,Adm-clerical,Unmarried,White,F,0,0,40,US,0
8171,37,Private,341672,Bachelors,13,Separated,Tech-support,Not-in-family,Asian-Pac-Islander,M,0,0,40,Philippines,0
8172,56,Private,398067,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,F,0,0,40,US,0
8173,56,Private,413373,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,M,0,0,36,US,0
8174,24,Private,209770,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,F,0,0,8,US,0
8175,29,Self-emp-inc,130856,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,M,0,0,45,US,0
8176,27,Private,401723,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,F,0,0,40,US,0
8177,40,Private,291192,HS-grad,9,Widowed,Sales,Not-in-family,White,F,0,0,40,US,0
8178,52,Private,188644,5th-6th,3,Married-spouse-absent,Craft-repair,Other-relative,White,M,0,0,40,Mexico,0
8179,51,State-gov,68898,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,M,0,2444,39,US,1
8180,47,Private,195978,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,40,US,1
8181,39,Federal-gov,257175,Bachelors,13,Divorced,Tech-support,Unmarried,Black,F,0,625,40,US,0
8182,34,Private,242960,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,50,US,0
8183,65,?,117162,Assoc-voc,11,Married-civ-spouse,?,Wife,White,F,0,0,56,US,1
8184,58,?,198478,7th-8th,4,Married-civ-spouse,?,Husband,White,M,0,0,24,US,0
8185,41,State-gov,109762,Masters,14,Never-married,Prof-specialty,Not-in-family,White,M,0,0,40,US,0
8186,28,Private,109001,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,M,0,0,38,US,1
8187,43,Private,188905,5th-6th,3,Separated,Machine-op-inspct,Not-in-family,White,F,0,0,40,Mexico,0
8188,28,Private,302406,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,M,0,0,60,US,0
8189,36,Private,218689,Masters,14,Married-civ-spouse,Sales,Husband,White,M,0,1977,50,US,1
8190,31,Private,345122,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,M,14084,0,50,US,1
8191,56,Self-emp-not-inc,249368,HS-grad,9,Married-spouse-absent,Exec-managerial,Not-in-family,White,M,0,0,70,US,0
8192,17,Private,63734,10th,6,Never-married,Handlers-cleaners,Own-child,White,M,0,0,20,US,0
8193,47,State-gov,199512,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,M,0,0,40,US,1
8194,32,Private,114746,HS-grad,9,Separated,Handlers-cleaners,Unmarried,Asian-Pac-Islander,F,0,0,60,South,0
8195,42,Private,251795,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,F,0,0,50,US,1
8196,49,Private,194962,11th,7,Married-civ-spouse,Other-service,Wife,White,F,0,0,6,US,0
8197,27,Private,271714,Some-college,10,Never-married,Other-service,Own-child,White,F,0,0,30,US,0
8198,38,State-gov,321943,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,M,0,0,40,US,1
8199,19,Private,200136,Some-college,10,Never-married,Sales,Own-child,White,F,0,0,20,US,0
8200,29,Private,145011,Some-college,10,Never-married,Craft-repair,Own-child,White,M,0,0,40,US,0
8201,43,Private,240698,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,M,0,0,40,US,1
8202,25,Private,206600,10th,6,Never-married,Other-service,Not-in-family,White,M,0,0,24,Nicaragua,0
8203,41,Local-gov,168071,HS-grad,9,Divorced,Exec-managerial,Own-child,White,M,0,0,45,US,0
8204,34,Private,119422,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,M,0,1672,50,US,0
8205,71,State-gov,26109,Prof-school,15,Married-civ-spouse,Other-service,Husband,White,M,0,0,28,US,0
8206,50,Private,180522,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,M,0,0,38,US,0
8207,43,Private,114580,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,F,0,0,40,US,0
8208,48,Self-emp-inc,193188,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,M,0,0,40,US,1
8209,74,Self-emp-not-inc,109101,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,M,0,0,4,US,0
8210,57,Self-emp-inc,257200,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,M,0,0,40,US,1
8211,59,Self-emp-inc,125000,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,M,0,0,40,England,1
8212,23,?,329174,Some-college,10,Never-married,?,Not-in-family,White,M,0,0,40,US,0
8213,32,?,282622,HS-grad,9,Divorced,?,Unmarried,White,F,0,0,28,US,0
8214,28,Private,107411,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,F,0,0,35,US,0
8215,37,Self-emp-inc,163998,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,M,0,0,50,US,1
8216,20,Private,158206,Some-college,10,Never-married,Sales,Not-in-family,White,M,0,0,30,US,0
8217,22,Private,351952,Some-college,10,Never-married,Prof-specialty,Unmarried,White,F,0,0,20,US,0
8218,23,Private,312017,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,M,0,0,40,US,0
8219,52,Private,174767,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,M,0,0,45,US,1
8220,38,Self-emp-not-inc,403391,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,M,0,0,60,US,0
8221,55,Private,189933,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,M,0,0,84,US,0
8222,39,Private,172538,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,M,0,0,50,US,1
8223,47,Private,70943,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,M,5178,0,40,US,1
8224,61,Private,179743,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,M,0,2051,20,US,0
8225,38,Private,167482,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,52,US,1
8226,23,Private,161478,Some-college,10,Never-married,Other-service,Own-child,Asian-Pac-Islander,F,0,0,23,US,0
8227,52,Private,94988,5th-6th,3,Never-married,Handlers-cleaners,Not-in-family,White,M,0,0,50,US,0
8228,34,Private,180284,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,M,0,0,40,US,1
8229,39,Private,230054,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,M,0,0,50,US,1
8230,35,Self-emp-inc,135436,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,M,0,0,50,US,1
8231,22,Local-gov,237811,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,Black,F,0,0,35,Haiti,0
8232,67,Private,257557,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,Black,M,10566,0,40,US,0
8233,32,Private,127384,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,55,US,1
8234,53,Private,233780,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,Black,F,2202,0,40,US,0
8235,40,Self-emp-not-inc,45093,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,M,0,0,45,Canada,0
8236,56,Self-emp-inc,267763,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,M,0,0,40,?,0
8237,76,Private,93125,HS-grad,9,Married-civ-spouse,Sales,Husband,White,M,1424,0,24,US,0
8238,41,Private,30759,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,White,M,0,0,60,US,0
8239,36,Private,206521,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,M,0,0,40,US,0
8240,48,Private,207058,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,F,0,0,37,US,0
8241,53,Local-gov,248834,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,F,0,0,50,US,1
8242,42,Private,297335,Assoc-acdm,12,Married-spouse-absent,Exec-managerial,Unmarried,Asian-Pac-Islander,F,0,0,31,Laos,0
8243,30,Private,182833,Some-college,10,Never-married,Exec-managerial,Own-child,Black,F,0,0,40,US,0
8244,35,Private,82552,HS-grad,9,Never-married,Craft-repair,Unmarried,White,M,0,0,35,US,0
8245,40,Federal-gov,219266,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,M,0,0,40,US,1
8246,40,Private,183096,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,F,0,0,35,US,0
8247,21,Self-emp-not-inc,318865,Some-college,10,Never-married,Other-service,Own-child,White,M,0,0,30,US,0
8248,26,Private,292353,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,Other,M,0,0,40,US,0
8249,38,Federal-gov,95432,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,M,0,0,40,US,1
8250,44,?,248876,Bachelors,13,Divorced,?,Not-in-family,White,M,0,0,50,US,0
8251,53,Private,208321,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,M,0,1740,40,US,0
8252,45,Private,118889,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,40,US,0
8253,49,Self-emp-not-inc,102318,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,M,0,0,25,US,0
8254,36,Local-gov,318972,Some-college,10,Divorced,Adm-clerical,Unmarried,White,F,0,0,65,US,0
8255,29,Private,236992,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,M,0,0,50,US,0
8256,22,Self-emp-not-inc,210165,Some-college,10,Never-married,Craft-repair,Not-in-family,White,M,0,0,40,US,0
8257,43,Private,185832,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,M,0,0,48,US,1
8258,31,Private,178370,HS-grad,9,Divorced,Other-service,Unmarried,White,F,0,0,99,US,1
8259,42,Private,29393,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,F,0,0,40,US,0
8260,33,Private,188467,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,M,0,0,40,US,0
8261,28,Private,175431,9th,5,Divorced,Prof-specialty,Not-in-family,Black,F,0,0,40,US,0
8262,53,Local-gov,283602,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,F,15024,0,40,US,1
8263,19,Private,176570,11th,7,Never-married,Machine-op-inspct,Own-child,White,M,0,0,60,US,0
8264,58,Private,356067,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,M,0,0,40,US,0
8265,37,Private,184498,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,M,0,0,40,US,0
8266,39,Private,316211,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,M,0,0,60,US,1
8267,33,Private,295649,HS-grad,9,Separated,Other-service,Unmarried,White,F,0,0,40,China,0
8268,46,Private,208872,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,M,0,0,40,US,1
8269,47,Local-gov,148995,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,M,0,0,60,US,1
8270,52,Private,194259,7th-8th,4,Married-civ-spouse,Exec-managerial,Wife,White,F,0,0,50,US,0
8271,43,Private,33126,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,M,0,0,50,US,0
8272,48,Federal-gov,166634,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,F,7688,0,40,US,1
8273,22,Private,243923,HS-grad,9,Married-civ-spouse,Transport-moving,Other-relative,White,M,0,0,80,US,0
8274,38,Self-emp-not-inc,238980,Some-college,10,Never-married,Sales,Not-in-family,White,M,0,0,60,US,0
8275,22,Private,212114,Bachelors,13,Never-married,Handlers-cleaners,Own-child,White,F,0,0,15,US,0
8276,20,Private,164574,HS-grad,9,Never-married,Other-service,Own-child,White,M,0,0,30,US,0
8277,37,Self-emp-not-inc,184655,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,M,0,0,35,US,0
8278,38,Private,187748,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,M,0,0,40,US,1
8279,49,Private,115784,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,M,0,0,40,US,0
8280,35,Self-emp-inc,140854,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,M,0,0,60,US,0
8281,61,Private,51170,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,55,US,0
8282,35,Private,312232,HS-grad,9,Separated,Craft-repair,Not-in-family,White,M,0,0,50,US,0
8283,30,Federal-gov,188569,9th,5,Married-civ-spouse,Tech-support,Husband,White,M,0,0,40,US,0
8284,33,Local-gov,224185,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,40,US,0
8285,32,Private,80058,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,M,0,0,40,US,0
8286,47,Private,265275,Some-college,10,Never-married,Other-service,Own-child,White,M,0,0,40,US,0
8287,33,Private,275369,7th-8th,4,Separated,Handlers-cleaners,Not-in-family,Black,M,0,0,35,Haiti,0
8288,20,Private,109813,11th,7,Never-married,Tech-support,Other-relative,White,M,0,0,40,US,0
8289,66,Private,210825,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,M,0,0,40,US,1
8290,29,Private,236436,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,F,0,0,40,US,0
8291,19,Private,100999,Bachelors,13,Never-married,Prof-specialty,Own-child,White,F,0,0,30,US,0
8292,35,Private,129597,Some-college,10,Married-civ-spouse,Sales,Husband,White,M,0,0,46,US,0
8293,46,Private,220269,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,M,0,0,40,US,1
8294,37,Private,187589,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,M,5178,0,40,US,1
8295,34,Private,134737,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,M,7688,0,55,US,1
8296,61,Local-gov,95450,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,M,5178,0,50,US,1
8297,31,Private,184307,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,M,0,0,50,Jamaica,1
8298,24,Private,163595,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,M,0,0,40,US,0
8299,33,Private,124052,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,40,US,0
8300,25,Private,236242,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,F,0,0,30,US,0
8301,60,Private,325971,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,M,7688,0,40,US,1
8302,29,Private,197932,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Wife,White,F,0,0,40,Mexico,1
8303,78,Self-emp-inc,237294,HS-grad,9,Widowed,Sales,Not-in-family,White,M,0,0,45,US,1
8304,22,Private,219042,10th,6,Never-married,Machine-op-inspct,Unmarried,White,M,0,0,40,US,0
8305,33,Local-gov,173005,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,M,0,1848,45,US,1
8306,43,Private,114043,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,F,0,0,40,US,0
8307,36,State-gov,112074,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,M,0,0,45,US,0
8308,49,Private,218357,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,F,0,0,38,US,0
8309,29,Private,240738,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,M,0,0,40,US,1
8310,52,Private,358554,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,M,0,0,40,US,1
8311,50,Private,220019,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,F,0,0,40,US,0
8312,47,Private,217509,HS-grad,9,Widowed,Priv-house-serv,Not-in-family,Asian-Pac-Islander,F,0,0,45,Thailand,0
8313,31,Private,25216,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,F,0,0,40,US,0
8314,39,Private,31670,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,M,0,0,65,US,0
8315,46,Private,224559,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,M,0,0,40,US,0
8316,36,Self-emp-not-inc,122493,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,47,US,0
8317,20,Private,291407,11th,7,Never-married,Handlers-cleaners,Own-child,Black,M,0,0,40,US,0
8318,24,Private,189749,11th,7,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,40,US,0
8319,32,State-gov,147215,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,F,0,0,55,US,1
8320,23,Private,210474,Some-college,10,Never-married,Other-service,Own-child,White,F,0,0,30,US,0
8321,53,Private,107123,HS-grad,9,Divorced,Other-service,Not-in-family,Black,M,0,0,40,US,0
8322,45,State-gov,81853,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,F,0,0,40,US,1
8323,43,Private,162108,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,F,0,0,40,US,0
8324,57,Self-emp-not-inc,175942,Some-college,10,Widowed,Exec-managerial,Other-relative,White,M,0,0,25,US,0
8325,60,Private,198170,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,M,0,0,40,US,1
8326,37,Private,632613,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,M,0,0,35,Mexico,0
8327,53,?,158352,Masters,14,Never-married,?,Not-in-family,White,F,8614,0,35,US,1
8328,18,Private,188476,11th,7,Never-married,Exec-managerial,Own-child,White,M,0,0,20,US,0
8329,22,Private,117606,Bachelors,13,Never-married,Adm-clerical,Own-child,White,F,0,0,32,US,0
8330,26,Private,150062,HS-grad,9,Married-civ-spouse,Sales,Husband,White,M,0,0,50,US,0
8331,29,Private,119429,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,M,0,0,40,US,0
8332,45,Private,148549,Some-college,10,Divorced,Craft-repair,Not-in-family,White,M,27828,0,56,US,1
8333,28,Private,331381,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,M,0,0,40,US,0
8334,29,Private,370509,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,M,0,0,50,France,1
8335,24,Federal-gov,191073,HS-grad,9,Never-married,Armed-Forces,Own-child,White,M,0,0,40,US,0
8336,62,Self-emp-not-inc,102631,Some-college,10,Widowed,Farming-fishing,Unmarried,White,F,0,0,50,US,0
8337,21,Private,265356,Some-college,10,Never-married,Sales,Other-relative,White,M,0,0,40,US,0
8338,71,Local-gov,365996,Bachelors,13,Widowed,Prof-specialty,Unmarried,White,F,0,0,6,US,0
8339,31,Private,375680,Bachelors,13,Never-married,Prof-specialty,Unmarried,Black,F,0,0,40,?,0
8340,35,Private,107160,12th,8,Separated,Other-service,Not-in-family,White,F,0,0,30,US,0
8341,35,Private,129573,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,M,0,0,65,US,0
8342,25,Private,200318,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,M,0,0,60,US,0
8343,52,Private,122109,HS-grad,9,Never-married,Prof-specialty,Unmarried,White,F,0,323,40,US,0
8344,42,Private,78765,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,M,3103,0,45,US,1
8345,22,Private,68678,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,M,0,0,40,US,0
8346,54,Self-emp-not-inc,205066,10th,6,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,36,US,0
8347,62,Private,270092,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,M,0,0,40,US,1
8348,25,Private,248990,5th-6th,3,Never-married,Machine-op-inspct,Not-in-family,White,M,0,0,40,Mexico,0
